description	biosample	sra	organism	host	date	location	   elevation	lat_lon
SGD_225_rbcL	SAMD00103300	DRS068715	rhizosphere metagenome	Viola_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_226_rbcL	SAMD00103301	DRS068716	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_227_rbcL	SAMD00103302	DRS068717	rhizosphere metagenome	Larix	2012-10	Sugadaira	1437	36.554 138.351
SGD_228_rbcL	SAMD00103303	DRS068718	rhizosphere metagenome	Cornaceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_229_rbcL	SAMD00103304	DRS068719	rhizosphere metagenome	Hydrangeaceae_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_230_rbcL	SAMD00103305	DRS068720	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_231_rbcL	SAMD00103306	DRS068721	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_232_rbcL	SAMD00103307	DRS068722	rhizosphere metagenome	Cornaceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_233_rbcL	SAMD00103308	DRS068723	rhizosphere metagenome	Asteraceae_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_234_rbcL	SAMD00103309	DRS068724	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_235_rbcL	SAMD00103310	DRS068725	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_236_rbcL	SAMD00103311	DRS068726	rhizosphere metagenome	Cornaceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_237_rbcL	SAMD00103312	DRS068727	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_193_ITS	SAMD00100379	DRS065794	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_194_ITS	SAMD00100380	DRS065795	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_195_ITS	SAMD00100381	DRS065796	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_196_ITS	SAMD00100382	DRS065797	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_197_ITS	SAMD00100383	DRS065798	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_198_ITS	SAMD00100384	DRS065799	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_199_ITS	SAMD00100385	DRS065800	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_200_ITS	SAMD00100386	DRS065801	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_201_ITS	SAMD00100387	DRS065802	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_202_ITS	SAMD00100388	DRS065803	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_203_ITS	SAMD00100389	DRS065804	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_193_rbcL	SAMD00103278	DRS065804	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_194_rbcL	SAMD00103279	DRS065804	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_195_rbcL	SAMD00103280	DRS065804	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_196_rbcL	SAMD00103281	DRS065804	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_198_rbcL	SAMD00103282	DRS065804	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_200_rbcL	SAMD00103283	DRS068698	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_201_rbcL	SAMD00103284	DRS068699	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_202_rbcL	SAMD00103285	DRS068700	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_203_rbcL	SAMD00103286	DRS068701	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_160_ITS	SAMD00100347	DRS065762	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_161_ITS	SAMD00100348	DRS065763	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_162_ITS	SAMD00100349	DRS065764	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_163_ITS	SAMD00100350	DRS065765	rhizosphere metagenome	Disporum	2012-10	Sugadaira	1437	36.554 138.351
SGD_164_ITS	SAMD00100351	DRS065766	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_165_ITS	SAMD00100352	DRS065767	rhizosphere metagenome	Disporum	2012-10	Sugadaira	1437	36.554 138.351
SGD_166_ITS	SAMD00100353	DRS065768	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_167_ITS	SAMD00100354	DRS065769	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_168_ITS	SAMD00100355	DRS065770	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_169_ITS	SAMD00100356	DRS065771	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_170_ITS	SAMD00100357	DRS065772	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_171_ITS	SAMD00100358	DRS065773	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_172_ITS	SAMD00100359	DRS065774	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_173_ITS	SAMD00100360	DRS065775	rhizosphere metagenome	Disporum	2012-10	Sugadaira	1437	36.554 138.351
SGD_174_ITS	SAMD00100361	DRS065776	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_176_ITS	SAMD00100362	DRS065777	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_177_ITS	SAMD00100363	DRS065778	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_178_ITS	SAMD00100364	DRS065779	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_179_ITS	SAMD00100365	DRS065780	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_180_ITS	SAMD00100366	DRS065781	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_181_ITS	SAMD00100367	DRS065782	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_182_ITS	SAMD00100368	DRS065783	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_183_ITS	SAMD00100369	DRS065784	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_184_ITS	SAMD00100370	DRS065785	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_185_ITS	SAMD00100371	DRS065786	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_186_ITS	SAMD00100372	DRS065787	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_187_ITS	SAMD00100373	DRS065788	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_188_ITS	SAMD00100374	DRS065789	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_189_ITS	SAMD00100375	DRS065790	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_190_ITS	SAMD00100376	DRS065791	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_191_ITS	SAMD00100377	DRS065792	rhizosphere metagenome	Prunus_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_192_ITS	SAMD00100378	DRS065793	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_160_rbcL	SAMD00103250	DRS068665	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_161_rbcL	SAMD00103251	DRS068666	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_163_rbcL	SAMD00103252	DRS068667	rhizosphere metagenome	Disporum	2012-10	Sugadaira	1437	36.554 138.351
SGD_164_rbcL	SAMD00103253	DRS068668	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_165_rbcL	SAMD00103254	DRS068669	rhizosphere metagenome	Disporum	2012-10	Sugadaira	1437	36.554 138.351
SGD_166_rbcL	SAMD00103255	DRS068670	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_167_rbcL	SAMD00103256	DRS068671	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_168_rbcL	SAMD00103257	DRS068672	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_169_rbcL	SAMD00103258	DRS068673	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_171_rbcL	SAMD00103259	DRS068674	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_172_rbcL	SAMD00103260	DRS068675	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_173_rbcL	SAMD00103261	DRS068676	rhizosphere metagenome	Disporum	2012-10	Sugadaira	1437	36.554 138.351
SGD_174_rbcL	SAMD00103262	DRS068677	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_176_rbcL	SAMD00103263	DRS068678	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_177_rbcL	SAMD00103264	DRS068679	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_178_rbcL	SAMD00103265	DRS068680	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_180_rbcL	SAMD00103266	DRS068680	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_182_rbcL	SAMD00103267	DRS068680	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_183_rbcL	SAMD00103268	DRS068680	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_184_rbcL	SAMD00103269	DRS068680	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_185_rbcL	SAMD00103270	DRS068680	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_186_rbcL	SAMD00103271	DRS068680	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_187_rbcL	SAMD00103272	DRS068680	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_188_rbcL	SAMD00103273	DRS068680	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_189_rbcL	SAMD00103274	DRS068680	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_190_rbcL	SAMD00103275	DRS068680	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_191_rbcL	SAMD00103276	DRS068680	rhizosphere metagenome	Prunus_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_192_rbcL	SAMD00103277	DRS068680	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_128_ITS	SAMD00100315	DRS065730	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_129_ITS	SAMD00100316	DRS065731	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_130_ITS	SAMD00100317	DRS065732	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_131_ITS	SAMD00100318	DRS065733	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_132_ITS	SAMD00100319	DRS065734	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_133_ITS	SAMD00100320	DRS065735	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_134_ITS	SAMD00100321	DRS065736	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_135_ITS	SAMD00100322	DRS065737	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_136_ITS	SAMD00100323	DRS065738	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_137_ITS	SAMD00100324	DRS065739	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_138_ITS	SAMD00100325	DRS065740	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_139_ITS	SAMD00100326	DRS065741	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_140_ITS	SAMD00100327	DRS065742	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_141_ITS	SAMD00100328	DRS065743	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_142_ITS	SAMD00100329	DRS065744	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_143_ITS	SAMD00100330	DRS065745	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_144_ITS	SAMD00100331	DRS065746	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_145_ITS	SAMD00100332	DRS065747	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_146_ITS	SAMD00100333	DRS065748	rhizosphere metagenome	Pinus	2012-10	Sugadaira	1437	36.554 138.351
SGD_147_ITS	SAMD00100334	DRS065749	rhizosphere metagenome	Pinus	2012-10	Sugadaira	1437	36.554 138.351
SGD_148_ITS	SAMD00100335	DRS065750	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_149_ITS	SAMD00100336	DRS065751	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_150_ITS	SAMD00100337	DRS065752	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_151_ITS	SAMD00100338	DRS065753	rhizosphere metagenome	Pinus	2012-10	Sugadaira	1437	36.554 138.351
SGD_152_ITS	SAMD00100339	DRS065754	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_153_ITS	SAMD00100340	DRS065755	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_154_ITS	SAMD00100341	DRS065756	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_155_ITS	SAMD00100342	DRS065757	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_156_ITS	SAMD00100343	DRS065758	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_157_ITS	SAMD00100344	DRS065759	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_158_ITS	SAMD00100345	DRS065760	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_159_ITS	SAMD00100346	DRS065761	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_128_rbcL	SAMD00103222	DRS068637	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_129_rbcL	SAMD00103223	DRS068638	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_130_rbcL	SAMD00103224	DRS068639	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_131_rbcL	SAMD00103225	DRS068640	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_133_rbcL	SAMD00103226	DRS068641	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_134_rbcL	SAMD00103227	DRS068642	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_135_rbcL	SAMD00103228	DRS068643	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_136_rbcL	SAMD00103229	DRS068644	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_137_rbcL	SAMD00103230	DRS068645	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_138_rbcL	SAMD00103231	DRS068646	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_140_rbcL	SAMD00103232	DRS068647	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_141_rbcL	SAMD00103233	DRS068648	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_142_rbcL	SAMD00103234	DRS068649	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_144_rbcL	SAMD00103235	DRS068650	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_145_rbcL	SAMD00103236	DRS068651	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_146_rbcL	SAMD00103237	DRS068652	rhizosphere metagenome	Pinus	2012-10	Sugadaira	1437	36.554 138.351
SGD_147_rbcL	SAMD00103238	DRS068653	rhizosphere metagenome	Pinus	2012-10	Sugadaira	1437	36.554 138.351
SGD_148_rbcL	SAMD00103239	DRS068654	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_149_rbcL	SAMD00103240	DRS068655	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_150_rbcL	SAMD00103241	DRS068656	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_151_rbcL	SAMD00103242	DRS068657	rhizosphere metagenome	Pinus	2012-10	Sugadaira	1437	36.554 138.351
SGD_152_rbcL	SAMD00103243	DRS068658	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_153_rbcL	SAMD00103244	DRS068659	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_155_rbcL	SAMD00103245	DRS068660	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_156_rbcL	SAMD00103246	DRS068661	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_157_rbcL	SAMD00103247	DRS068662	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_158_rbcL	SAMD00103248	DRS068663	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_159_rbcL	SAMD00103249	DRS068664	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_096_ITS	SAMD00100283	DRS065698	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_097_ITS	SAMD00100284	DRS065699	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_098_ITS	SAMD00100285	DRS065700	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_099_ITS	SAMD00100286	DRS065701	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_100_ITS	SAMD00100287	DRS065702	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_101_ITS	SAMD00100288	DRS065703	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_102_ITS	SAMD00100289	DRS065704	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_103_ITS	SAMD00100290	DRS065705	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_104_ITS	SAMD00100291	DRS065706	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_105_ITS	SAMD00100292	DRS065707	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_106_ITS	SAMD00100293	DRS065708	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_107_ITS	SAMD00100294	DRS065709	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_108_ITS	SAMD00100295	DRS065710	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_109_ITS	SAMD00100296	DRS065711	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_110_ITS	SAMD00100297	DRS065712	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_111_ITS	SAMD00100298	DRS065713	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_112_ITS	SAMD00100299	DRS065714	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_113_ITS	SAMD00100300	DRS065715	rhizosphere metagenome	Vitis	2012-10	Sugadaira	1437	36.554 138.351
SGD_114_ITS	SAMD00100301	DRS065716	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_115_ITS	SAMD00100302	DRS065717	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_116_ITS	SAMD00100303	DRS065718	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_117_ITS	SAMD00100304	DRS065719	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_118_ITS	SAMD00100305	DRS065720	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_119_ITS	SAMD00100306	DRS065721	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_120_ITS	SAMD00100307	DRS065722	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_121_ITS	SAMD00100308	DRS065723	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_122_ITS	SAMD00100309	DRS065724	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_123_ITS	SAMD00100310	DRS065725	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_124_ITS	SAMD00100311	DRS065726	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_125_ITS	SAMD00100312	DRS065727	rhizosphere metagenome	Dioscorea_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_126_ITS	SAMD00100313	DRS065728	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_127_ITS	SAMD00100314	DRS065729	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_096_rbcL	SAMD00103194	DRS068609	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_097_rbcL	SAMD00103195	DRS068610	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_098_rbcL	SAMD00103196	DRS068611	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_099_rbcL	SAMD00103197	DRS068612	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_100_rbcL	SAMD00103198	DRS068613	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_101_rbcL	SAMD00103199	DRS068614	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_102_rbcL	SAMD00103200	DRS068615	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_103_rbcL	SAMD00103201	DRS068616	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_104_rbcL	SAMD00103202	DRS068617	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_105_rbcL	SAMD00103203	DRS068618	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_106_rbcL	SAMD00103204	DRS068619	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_107_rbcL	SAMD00103205	DRS068620	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_108_rbcL	SAMD00103206	DRS068621	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_109_rbcL	SAMD00103207	DRS068622	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_112_rbcL	SAMD00103208	DRS068623	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_113_rbcL	SAMD00103209	DRS068624	rhizosphere metagenome	Vitis	2012-10	Sugadaira	1437	36.554 138.351
SGD_114_rbcL	SAMD00103210	DRS068625	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_115_rbcL	SAMD00103211	DRS068626	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_117_rbcL	SAMD00103212	DRS068627	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_118_rbcL	SAMD00103213	DRS068628	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_119_rbcL	SAMD00103214	DRS068629	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_121_rbcL	SAMD00103215	DRS068630	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_122_rbcL	SAMD00103216	DRS068631	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_123_rbcL	SAMD00103217	DRS068632	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_124_rbcL	SAMD00103218	DRS068633	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_125_rbcL	SAMD00103219	DRS068634	rhizosphere metagenome	Dioscorea_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_126_rbcL	SAMD00103220	DRS068635	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_127_rbcL	SAMD00103221	DRS068636	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_063_ITS	SAMD00100251	DRS065666	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_064_ITS	SAMD00100252	DRS065667	rhizosphere metagenome	Veronicastrum	2012-10	Sugadaira	1437	36.554 138.351
SGD_065_ITS	SAMD00100253	DRS065668	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_066_ITS	SAMD00100254	DRS065669	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_067_ITS	SAMD00100255	DRS065670	rhizosphere metagenome	Schisandra	2012-10	Sugadaira	1437	36.554 138.351
